//-----------------------------------------------
//メッシュフィールドの配置処理
//Author: 加藤瑞葵
//-----------------------------------------------
SET_MESHFIELD
vertical = 50
-1800.00 213.46 2100.00
-1700.00 215.90 2100.00
-1600.00 187.79 2100.00
-1500.00 173.87 2100.00
-1400.00 145.16 2100.00
-1300.00 124.77 2100.00
-1200.00 99.02 2100.00
-1100.00 78.96 2100.00
-1000.00 73.59 2100.00
-900.00 73.73 2100.00
-800.00 77.92 2100.00
-700.00 70.05 2100.00
-600.00 39.90 2100.00
-500.00 26.46 2100.00
-400.00 23.52 2100.00
-300.00 29.07 2100.00
-200.00 28.64 2100.00
-100.00 30.00 2100.00
0.00 26.86 2100.00
100.00 25.82 2100.00
200.00 28.90 2100.00
300.00 29.35 2100.00
400.00 29.29 2100.00
500.00 31.86 2100.00
600.00 26.31 2100.00
700.00 29.25 2100.00
800.00 25.95 2100.00
900.00 15.00 2100.00
1000.00 17.96 2100.00
1100.00 16.42 2100.00
1200.00 23.15 2100.00
1300.00 29.35 2100.00
1400.00 31.36 2100.00
1500.00 32.01 2100.00
1600.00 26.10 2100.00
1700.00 20.19 2100.00
1800.00 9.75 2100.00
1900.00 4.57 2100.00
2000.00 23.16 2100.00
2100.00 53.89 2100.00
2200.00 117.19 2100.00
2300.00 169.80 2100.00
2400.00 130.16 2100.00
2500.00 124.25 2100.00
-2500.00 231.67 2000.00
-2400.00 287.81 2000.00
-2300.00 325.37 2000.00
-2200.00 294.62 2000.00
-2100.00 283.99 2000.00
-2000.00 221.76 2000.00
-1900.00 184.93 2000.00
-1800.00 184.23 2000.00
-1700.00 190.31 2000.00
-1600.00 185.88 2000.00
-1500.00 187.74 2000.00
-1400.00 165.31 2000.00
-1300.00 141.78 2000.00
-1200.00 104.51 2000.00
-1100.00 91.03 2000.00
-1000.00 87.04 2000.00
-900.00 78.85 2000.00
-800.00 79.21 2000.00
-700.00 73.55 2000.00
-600.00 63.07 2000.00
-500.00 40.42 2000.00
-400.00 25.45 2000.00
-300.00 33.17 2000.00
-200.00 43.60 2000.00
-100.00 43.21 2000.00
0.00 43.56 2000.00
100.00 41.99 2000.00
200.00 39.69 2000.00
300.00 38.49 2000.00
400.00 37.00 2000.00
500.00 33.27 2000.00
600.00 38.66 2000.00
700.00 37.60 2000.00
800.00 46.59 2000.00
900.00 48.89 2000.00
1000.00 46.78 2000.00
1100.00 61.94 2000.00
1200.00 63.64 2000.00
1300.00 53.75 2000.00
1400.00 50.16 2000.00
1500.00 34.49 2000.00
1600.00 21.17 2000.00
1700.00 7.73 2000.00
1800.00 0.36 2000.00
1900.00 0.38 2000.00
2000.00 14.43 2000.00
2100.00 45.10 2000.00
2200.00 85.89 2000.00
2300.00 145.35 2000.00
2400.00 194.79 2000.00
2500.00 197.02 2000.00
-2500.00 234.94 1900.00
-2400.00 294.47 1900.00
-2300.00 286.73 1900.00
-2200.00 291.02 1900.00
-2100.00 249.14 1900.00
-2000.00 213.63 1900.00
-1900.00 180.14 1900.00
-1800.00 177.05 1900.00
-1700.00 182.67 1900.00
-1600.00 193.40 1900.00
-1500.00 206.32 1900.00
-1400.00 193.59 1900.00
-1300.00 174.34 1900.00
-1200.00 137.30 1900.00
-1100.00 119.91 1900.00
-1000.00 114.32 1900.00
-900.00 94.95 1900.00
-800.00 106.09 1900.00
-700.00 115.81 1900.00
-600.00 95.07 1900.00
-500.00 62.39 1900.00
-400.00 43.13 1900.00
-300.00 59.98 1900.00
-200.00 82.35 1900.00
-100.00 82.06 1900.00
0.00 90.16 1900.00
100.00 89.36 1900.00
200.00 90.93 1900.00
300.00 84.43 1900.00
400.00 89.93 1900.00
500.00 85.79 1900.00
600.00 80.83 1900.00
700.00 89.82 1900.00
800.00 83.78 1900.00
900.00 91.99 1900.00
1000.00 104.24 1900.00
1100.00 103.14 1900.00
1200.00 111.41 1900.00
1300.00 94.37 1900.00
1400.00 83.89 1900.00
1500.00 61.77 1900.00
1600.00 36.94 1900.00
1700.00 17.18 1900.00
1800.00 3.69 1900.00
1900.00 0.00 1900.00
2000.00 12.65 1900.00
2100.00 42.76 1900.00
2200.00 88.07 1900.00
2300.00 133.73 1900.00
2400.00 174.99 1900.00
2500.00 175.25 1900.00
-2500.00 211.49 1800.00
-2400.00 264.36 1800.00
-2300.00 279.67 1800.00
-2200.00 250.58 1800.00
-2100.00 237.48 1800.00
-2000.00 191.69 1800.00
-1900.00 171.93 1800.00
-1800.00 172.91 1800.00
-1700.00 192.19 1800.00
-1600.00 226.00 1800.00
-1500.00 226.74 1800.00
-1400.00 222.34 1800.00
-1300.00 206.68 1800.00
-1200.00 191.45 1800.00
-1100.00 167.28 1800.00
-1000.00 103.10 1800.00
-900.00 121.14 1800.00
-800.00 135.69 1800.00
-700.00 131.09 1800.00
-600.00 112.33 1800.00
-500.00 80.28 1800.00
-400.00 68.65 1800.00
-300.00 102.25 1800.00
-200.00 115.33 1800.00
-100.00 130.43 1800.00
0.00 144.63 1800.00
100.00 150.89 1800.00
200.00 134.72 1800.00
300.00 135.51 1800.00
400.00 141.64 1800.00
500.00 140.90 1800.00
600.00 129.35 1800.00
700.00 137.92 1800.00
800.00 129.65 1800.00
900.00 135.57 1800.00
1000.00 146.80 1800.00
1100.00 150.71 1800.00
1200.00 138.21 1800.00
1300.00 134.16 1800.00
1400.00 117.79 1800.00
1500.00 86.08 1800.00
1600.00 55.06 1800.00
1700.00 28.52 1800.00
1800.00 8.83 1800.00
1900.00 0.00 1800.00
2000.00 12.77 1800.00
2100.00 35.30 1800.00
2200.00 75.65 1800.00
2300.00 120.66 1800.00
2400.00 161.19 1800.00
2500.00 173.54 1800.00
-2500.00 167.04 1700.00
-2400.00 227.14 1700.00
-2300.00 224.68 1700.00
-2200.00 236.96 1700.00
-2100.00 220.58 1700.00
-2000.00 203.85 1700.00
-1900.00 194.23 1700.00
-1800.00 183.73 1700.00
-1700.00 206.61 1700.00
-1600.00 233.85 1700.00
-1500.00 255.87 1700.00
-1400.00 263.74 1700.00
-1300.00 237.00 1700.00
-1200.00 228.38 1700.00
-1100.00 203.64 1700.00
-1000.00 114.29 1700.00
-900.00 147.15 1700.00
-800.00 163.21 1700.00
-700.00 157.05 1700.00
-600.00 130.50 1700.00
-500.00 100.15 1700.00
-400.00 77.58 1700.00
-300.00 125.07 1700.00
-200.00 129.97 1700.00
-100.00 164.01 1700.00
0.00 170.21 1700.00
100.00 182.82 1700.00
200.00 190.41 1700.00
300.00 185.17 1700.00
400.00 185.70 1700.00
500.00 190.03 1700.00
600.00 181.38 1700.00
700.00 166.27 1700.00
800.00 164.52 1700.00
900.00 166.47 1700.00
1000.00 187.64 1700.00
1100.00 185.85 1700.00
1200.00 170.87 1700.00
1300.00 168.50 1700.00
1400.00 148.36 1700.00
1500.00 104.73 1700.00
1600.00 66.21 1700.00
1700.00 35.22 1700.00
1800.00 12.62 1700.00
1900.00 0.17 1700.00
2000.00 9.77 1700.00
2100.00 30.70 1700.00
2200.00 63.63 1700.00
2300.00 102.49 1700.00
2400.00 149.75 1700.00
2500.00 148.62 1700.00
-2500.00 180.94 1600.00
-2400.00 172.32 1600.00
-2300.00 202.58 1600.00
-2200.00 204.93 1600.00
-2100.00 199.89 1600.00
-2000.00 192.03 1600.00
-1900.00 183.97 1600.00
-1800.00 180.41 1600.00
-1700.00 203.96 1600.00
-1600.00 243.31 1600.00
-1500.00 244.45 1600.00
-1400.00 279.12 1600.00
-1300.00 270.50 1600.00
-1200.00 252.77 1600.00
-1100.00 148.77 1600.00
-1000.00 118.90 1600.00
-900.00 156.12 1600.00
-800.00 180.71 1600.00
-700.00 183.11 1600.00
-600.00 143.29 1600.00
-500.00 115.30 1600.00
-400.00 74.96 1600.00
-300.00 122.66 1600.00
-200.00 148.59 1600.00
-100.00 157.96 1600.00
0.00 174.85 1600.00
100.00 207.81 1600.00
200.00 210.25 1600.00
300.00 217.85 1600.00
400.00 213.82 1600.00
500.00 211.13 1600.00
600.00 195.07 1600.00
700.00 184.00 1600.00
800.00 180.02 1600.00
900.00 180.99 1600.00
1000.00 197.35 1600.00
1100.00 195.01 1600.00
1200.00 179.00 1600.00
1300.00 156.06 1600.00
1400.00 136.47 1600.00
1500.00 92.36 1600.00
1600.00 68.01 1600.00
1700.00 36.17 1600.00
1800.00 10.37 1600.00
1900.00 0.00 1600.00
2000.00 4.62 1600.00
2100.00 27.18 1600.00
2200.00 63.00 1600.00
2300.00 94.17 1600.00
2400.00 122.02 1600.00
2500.00 144.06 1600.00
-2500.00 211.70 1500.00
-2400.00 199.03 1500.00
-2300.00 162.19 1500.00
-2200.00 190.59 1500.00
-2100.00 194.11 1500.00
-2000.00 186.73 1500.00
-1900.00 187.89 1500.00
-1800.00 208.53 1500.00
-1700.00 216.27 1500.00
-1600.00 234.36 1500.00
-1500.00 249.82 1500.00
-1400.00 281.73 1500.00
-1300.00 265.63 1500.00
-1200.00 249.09 1500.00
-1100.00 176.14 1500.00
-1000.00 138.85 1500.00
-900.00 153.12 1500.00
-800.00 163.84 1500.00
-700.00 166.83 1500.00
-600.00 148.24 1500.00
-500.00 110.28 1500.00
-400.00 87.94 1500.00
-300.00 103.37 1500.00
-200.00 113.80 1500.00
-100.00 144.90 1500.00
0.00 165.72 1500.00
100.00 169.57 1500.00
200.00 183.90 1500.00
300.00 193.72 1500.00
400.00 204.38 1500.00
500.00 191.73 1500.00
600.00 188.78 1500.00
700.00 169.35 1500.00
800.00 174.93 1500.00
900.00 156.85 1500.00
1000.00 169.89 1500.00
1100.00 169.57 1500.00
1200.00 155.72 1500.00
1300.00 130.77 1500.00
1400.00 112.60 1500.00
1500.00 81.10 1500.00
1600.00 50.32 1500.00
1700.00 25.79 1500.00
1800.00 8.04 1500.00
1900.00 0.00 1500.00
2000.00 1.57 1500.00
2100.00 20.96 1500.00
2200.00 50.87 1500.00
2300.00 80.79 1500.00
2400.00 105.75 1500.00
2500.00 122.56 1500.00
-2500.00 240.38 1400.00
-2400.00 220.41 1400.00
-2300.00 181.86 1400.00
-2200.00 165.82 1400.00
-2100.00 184.42 1400.00
-2000.00 192.08 1400.00
-1900.00 207.82 1400.00
-1800.00 204.70 1400.00
-1700.00 219.73 1400.00
-1600.00 219.38 1400.00
-1500.00 248.94 1400.00
-1400.00 256.56 1400.00
-1300.00 263.55 1400.00
-1200.00 246.45 1400.00
-1100.00 182.73 1400.00
-1000.00 138.74 1400.00
-900.00 128.42 1400.00
-800.00 152.43 1400.00
-700.00 165.99 1400.00
-600.00 138.84 1400.00
-500.00 124.54 1400.00
-400.00 80.99 1400.00
-300.00 68.16 1400.00
-200.00 94.34 1400.00
-100.00 97.88 1400.00
0.00 117.07 1400.00
100.00 152.00 1400.00
200.00 162.29 1400.00
300.00 166.85 1400.00
400.00 150.28 1400.00
500.00 155.44 1400.00
600.00 153.31 1400.00
700.00 148.15 1400.00
800.00 138.80 1400.00
900.00 131.33 1400.00
1000.00 120.62 1400.00
1100.00 127.50 1400.00
1200.00 119.14 1400.00
1300.00 96.96 1400.00
1400.00 83.14 1400.00
1500.00 61.36 1400.00
1600.00 36.39 1400.00
1700.00 13.99 1400.00
1800.00 1.22 1400.00
1900.00 0.00 1400.00
2000.00 0.57 1400.00
2100.00 12.80 1400.00
2200.00 39.32 1400.00
2300.00 69.29 1400.00
2400.00 97.81 1400.00
2500.00 103.68 1400.00
-2500.00 258.28 1300.00
-2400.00 242.21 1300.00
-2300.00 190.11 1300.00
-2200.00 139.04 1300.00
-2100.00 173.22 1300.00
-2000.00 194.91 1300.00
-1900.00 219.40 1300.00
-1800.00 222.60 1300.00
-1700.00 216.08 1300.00
-1600.00 229.93 1300.00
-1500.00 247.41 1300.00
-1400.00 268.16 1300.00
-1300.00 259.92 1300.00
-1200.00 245.24 1300.00
-1100.00 242.19 1300.00
-1000.00 151.62 1300.00
-900.00 126.19 1300.00
-800.00 138.83 1300.00
-700.00 144.20 1300.00
-600.00 139.58 1300.00
-500.00 121.46 1300.00
-400.00 82.72 1300.00
-300.00 61.86 1300.00
-200.00 50.05 1300.00
-100.00 74.20 1300.00
0.00 80.51 1300.00
100.00 133.71 1300.00
200.00 135.39 1300.00
300.00 132.43 1300.00
400.00 114.81 1300.00
500.00 120.03 1300.00
600.00 107.97 1300.00
700.00 102.19 1300.00
800.00 103.99 1300.00
900.00 93.74 1300.00
1000.00 95.14 1300.00
1100.00 85.90 1300.00
1200.00 85.32 1300.00
1300.00 74.17 1300.00
1400.00 52.54 1300.00
1500.00 39.23 1300.00
1600.00 22.67 1300.00
1700.00 6.39 1300.00
1800.00 0.00 1300.00
1900.00 0.00 1300.00
2000.00 0.29 1300.00
2100.00 8.30 1300.00
2200.00 27.13 1300.00
2300.00 55.78 1300.00
2400.00 82.19 1300.00
2500.00 91.92 1300.00
-2500.00 255.62 1200.00
-2400.00 238.02 1200.00
-2300.00 205.79 1200.00
-2200.00 137.44 1200.00
-2100.00 162.74 1200.00
-2000.00 218.55 1200.00
-1900.00 230.85 1200.00
-1800.00 233.34 1200.00
-1700.00 234.63 1200.00
-1600.00 245.24 1200.00
-1500.00 271.42 1200.00
-1400.00 273.68 1200.00
-1300.00 273.70 1200.00
-1200.00 254.00 1200.00
-1100.00 243.42 1200.00
-1000.00 138.89 1200.00
-900.00 112.78 1200.00
-800.00 131.20 1200.00
-700.00 129.62 1200.00
-600.00 119.86 1200.00
-500.00 101.08 1200.00
-400.00 90.32 1200.00
-300.00 69.80 1200.00
-200.00 61.96 1200.00
-100.00 58.54 1200.00
0.00 64.20 1200.00
100.00 65.57 1200.00
200.00 101.15 1200.00
300.00 102.35 1200.00
400.00 91.03 1200.00
500.00 90.31 1200.00
600.00 82.67 1200.00
700.00 74.95 1200.00
800.00 76.75 1200.00
900.00 73.49 1200.00
1000.00 75.13 1200.00
1100.00 75.80 1200.00
1200.00 71.94 1200.00
1300.00 59.95 1200.00
1400.00 44.97 1200.00
1500.00 31.58 1200.00
1600.00 19.04 1200.00
1700.00 9.73 1200.00
1800.00 5.23 1200.00
1900.00 1.73 1200.00
2000.00 3.11 1200.00
2100.00 6.19 1200.00
2200.00 19.62 1200.00
2300.00 39.10 1200.00
2400.00 67.45 1200.00
2500.00 77.60 1200.00
-2500.00 260.16 1100.00
-2400.00 236.53 1100.00
-2300.00 187.97 1100.00
-2200.00 229.81 1100.00
-2100.00 224.87 1100.00
-2000.00 216.24 1100.00
-1900.00 228.11 1100.00
-1800.00 250.41 1100.00
-1700.00 274.86 1100.00
-1600.00 267.25 1100.00
-1500.00 281.26 1100.00
-1400.00 264.42 1100.00
-1300.00 284.56 1100.00
-1200.00 266.85 1100.00
-1100.00 227.68 1100.00
-1000.00 218.15 1100.00
-900.00 100.22 1100.00
-800.00 76.58 1100.00
-700.00 125.78 1100.00
-600.00 121.06 1100.00
-500.00 98.57 1100.00
-400.00 83.00 1100.00
-300.00 79.37 1100.00
-200.00 58.03 1100.00
-100.00 52.06 1100.00
0.00 56.64 1100.00
100.00 60.79 1100.00
200.00 89.73 1100.00
300.00 88.98 1100.00
400.00 83.11 1100.00
500.00 72.82 1100.00
600.00 64.66 1100.00
700.00 70.18 1100.00
800.00 66.10 1100.00
900.00 64.68 1100.00
1000.00 74.27 1100.00
1100.00 72.85 1100.00
1200.00 75.82 1100.00
1300.00 71.19 1100.00
1400.00 60.10 1100.00
1500.00 42.38 1100.00
1600.00 26.48 1100.00
1700.00 18.61 1100.00
1800.00 11.24 1100.00
1900.00 6.30 1100.00
2000.00 8.60 1100.00
2100.00 10.56 1100.00
2200.00 31.91 1100.00
2300.00 47.66 1100.00
2400.00 73.75 1100.00
2500.00 85.87 1100.00
-2500.00 262.80 1000.00
-2400.00 256.43 1000.00
-2300.00 229.08 1000.00
-2200.00 219.65 1000.00
-2100.00 186.83 1000.00
-2000.00 204.56 1000.00
-1900.00 237.05 1000.00
-1800.00 272.06 1000.00
-1700.00 273.10 1000.00
-1600.00 303.31 1000.00
-1500.00 292.21 1000.00
-1400.00 282.13 1000.00
-1300.00 291.99 1000.00
-1200.00 247.35 1000.00
-1100.00 197.74 1000.00
-1000.00 177.77 1000.00
-900.00 171.34 1000.00
-800.00 163.47 1000.00
-700.00 140.36 1000.00
-600.00 135.71 1000.00
-500.00 106.78 1000.00
-400.00 75.67 1000.00
-300.00 64.19 1000.00
-200.00 53.24 1000.00
-100.00 60.98 1000.00
0.00 63.68 1000.00
100.00 68.95 1000.00
200.00 95.05 1000.00
300.00 92.30 1000.00
400.00 83.24 1000.00
500.00 77.34 1000.00
600.00 72.30 1000.00
700.00 76.72 1000.00
800.00 74.67 1000.00
900.00 80.05 1000.00
1000.00 92.09 1000.00
1100.00 91.82 1000.00
1200.00 91.27 1000.00
1300.00 84.45 1000.00
1400.00 76.04 1000.00
1500.00 61.80 1000.00
1600.00 38.59 1000.00
1700.00 30.38 1000.00
1800.00 20.67 1000.00
1900.00 17.05 1000.00
2000.00 12.68 1000.00
2100.00 15.46 1000.00
2200.00 36.76 1000.00
2300.00 64.29 1000.00
2400.00 80.35 1000.00
2500.00 91.15 1000.00
-2500.00 243.83 900.00
-2400.00 244.36 900.00
-2300.00 212.57 900.00
-2200.00 181.42 900.00
-2100.00 166.51 900.00
-2000.00 181.49 900.00
-1900.00 223.63 900.00
-1800.00 264.91 900.00
-1700.00 291.88 900.00
-1600.00 308.17 900.00
-1500.00 303.62 900.00
-1400.00 303.64 900.00
-1300.00 273.86 900.00
-1200.00 212.20 900.00
-1100.00 188.81 900.00
-1000.00 164.48 900.00
-900.00 158.06 900.00
-800.00 146.18 900.00
-700.00 134.45 900.00
-600.00 111.89 900.00
-500.00 93.44 900.00
-400.00 59.44 900.00
-300.00 44.42 900.00
-200.00 51.75 900.00
-100.00 55.63 900.00
0.00 67.30 900.00
100.00 86.05 900.00
200.00 92.23 900.00
300.00 108.57 900.00
400.00 100.12 900.00
500.00 103.15 900.00
600.00 96.04 900.00
700.00 87.95 900.00
800.00 98.66 900.00
900.00 101.69 900.00
1000.00 100.95 900.00
1100.00 116.00 900.00
1200.00 110.65 900.00
1300.00 102.40 900.00
1400.00 86.69 900.00
1500.00 73.05 900.00
1600.00 49.23 900.00
1700.00 41.97 900.00
1800.00 31.50 900.00
1900.00 20.98 900.00
2000.00 21.82 900.00
2100.00 27.74 900.00
2200.00 49.50 900.00
2300.00 78.91 900.00
2400.00 94.86 900.00
2500.00 100.29 900.00
-2500.00 255.99 800.00
-2400.00 242.92 800.00
-2300.00 205.21 800.00
-2200.00 161.19 800.00
-2100.00 147.95 800.00
-2000.00 156.31 800.00
-1900.00 200.50 800.00
-1800.00 241.12 800.00
-1700.00 286.20 800.00
-1600.00 293.73 800.00
-1500.00 302.90 800.00
-1400.00 277.14 800.00
-1300.00 248.35 800.00
-1200.00 186.31 800.00
-1100.00 163.06 800.00
-1000.00 146.43 800.00
-900.00 133.17 800.00
-800.00 126.08 800.00
-700.00 132.31 800.00
-600.00 104.31 800.00
-500.00 66.97 800.00
-400.00 51.08 800.00
-300.00 29.97 800.00
-200.00 37.50 800.00
-100.00 54.53 800.00
0.00 62.81 800.00
100.00 73.45 800.00
200.00 89.06 800.00
300.00 102.37 800.00
400.00 109.87 800.00
500.00 91.98 800.00
600.00 101.88 800.00
700.00 97.30 800.00
800.00 95.50 800.00
900.00 108.34 800.00
1000.00 114.43 800.00
1100.00 129.66 800.00
1200.00 115.64 800.00
1300.00 111.19 800.00
1400.00 87.22 800.00
1500.00 73.15 800.00
1600.00 55.13 800.00
1700.00 48.19 800.00
1800.00 35.41 800.00
1900.00 29.29 800.00
2000.00 30.08 800.00
2100.00 38.98 800.00
2200.00 67.99 800.00
2300.00 103.83 800.00
2400.00 106.99 800.00
2500.00 113.20 800.00
-2500.00 255.70 700.00
-2400.00 232.05 700.00
-2300.00 190.62 700.00
-2200.00 147.72 700.00
-2100.00 120.69 700.00
-2000.00 136.20 700.00
-1900.00 171.66 700.00
-1800.00 229.10 700.00
-1700.00 274.08 700.00
-1600.00 263.50 700.00
-1500.00 270.34 700.00
-1400.00 244.94 700.00
-1300.00 235.88 700.00
-1200.00 161.63 700.00
-1100.00 158.70 700.00
-1000.00 133.59 700.00
-900.00 123.45 700.00
-800.00 129.25 700.00
-700.00 112.34 700.00
-600.00 89.31 700.00
-500.00 57.37 700.00
-400.00 33.73 700.00
-300.00 19.61 700.00
-200.00 28.78 700.00
-100.00 47.86 700.00
0.00 54.43 700.00
100.00 67.24 700.00
200.00 71.16 700.00
300.00 83.57 700.00
400.00 95.09 700.00
500.00 86.16 700.00
600.00 90.89 700.00
700.00 98.59 700.00
800.00 115.16 700.00
900.00 123.58 700.00
1000.00 120.49 700.00
1100.00 137.41 700.00
1200.00 121.67 700.00
1300.00 100.37 700.00
1400.00 90.25 700.00
1500.00 70.05 700.00
1600.00 56.62 700.00
1700.00 44.14 700.00
1800.00 35.72 700.00
1900.00 33.11 700.00
2000.00 34.14 700.00
2100.00 44.53 700.00
2200.00 76.00 700.00
2300.00 107.06 700.00
2400.00 126.95 700.00
2500.00 132.41 700.00
-2500.00 255.86 600.00
-2400.00 227.83 600.00
-2300.00 178.71 600.00
-2200.00 131.39 600.00
-2100.00 109.21 600.00
-2000.00 120.97 600.00
-1900.00 158.01 600.00
-1800.00 207.84 600.00
-1700.00 224.23 600.00
-1600.00 251.21 600.00
-1500.00 229.34 600.00
-1400.00 226.02 600.00
-1300.00 191.86 600.00
-1200.00 140.21 600.00
-1100.00 127.17 600.00
-1000.00 130.81 600.00
-900.00 130.21 600.00
-800.00 124.13 600.00
-700.00 96.50 600.00
-600.00 70.08 600.00
-500.00 47.88 600.00
-400.00 23.89 600.00
